"","measure","value","value","value","value","value","value","value","value","value","value"
"76","MISE.mu.kde.DPMM",0.210682505961471,0.152773044658363,0.157881322916844,0.158929772034014,0.150689954954746,0.137049267410635,0.116175929851005,0.127059227292245,0.14274012721586,0.12516791759111
"77","MISE.mu.DPMM",0.287753448714686,0.213092913035815,0.170345306754004,0.164407546848089,0.148348020712066,0.147212207037343,0.127237191068046,0.140795697079637,0.126395863196815,0.127185727035124
"78","MISE.mu.kde.DPMM_ng",0.213495264984235,0.153200633577954,0.15472504235492,0.153852060999509,0.150101883363584,0.146134645288677,0.124170288851084,0.13296352670073,0.147484936397199,0.128098262895636
"79","MISE.mu.DPMM_ng",0.29159458697434,0.21489146826127,0.173922720418747,0.166364117692568,0.154097070677474,0.154573017269415,0.133540584675167,0.153440655836699,0.134697916589788,0.133731105450991
"80","MISE.sigma2.kde.true",0.0220478023987891,0.0176043498393721,0.0163346965287726,0.0194982383982633,0.0170178979120605,0.0138876595779692,0.00908524128049915,0.0157527119562861,0.0194436692417522,0.0155450773906121
"81","MISE.sigma2.kde.sample.est",0.0567593895098598,0.053610648624812,0.0521618706964834,0.0501654460423972,0.0541332903941018,0.0510209135580704,0.0397958224702507,0.0467552913005383,0.0455990743718639,0.0425378971078665
"82","MISE.sigma2.kde.SURE.G.Double",0.103574395111495,0.115469948371638,0.116247551567657,0.122992188453082,0.121382424372549,0.126237305107326,0.135498049626304,0.140675850159644,0.136479616762132,0.144524150388375
"83","MISE.sigma2.kde.SURE.M.Double",0.103574329036328,0.115469973770215,0.116247652271322,0.122992043081328,0.121382474386762,0.126237259591026,0.135498043612759,0.140675932298841,0.136479590517408,0.144524220814486
"84","MISE.sigma2.kde.SURE.SG.Double",0.10356879320116,0.115469799207744,0.116247657002309,0.122992396721216,0.121383920262206,0.126239239810485,0.135497459353601,0.140677119053745,0.136479073856016,0.144528217077001
"85","MISE.sigma2.kde.SURE.SM.Double",1.47835951313347,1.47659504448514,1.29912246787262,1.36814225953614,1.40257222746988,1.35068575025864,1.2769528892017,1.43704094361234,1.25243112597393,1.38775807408944
"86","MISE.sigma2.kde.DPMM",0.0265847658393726,0.0241999402077186,0.0221634136762534,0.0274651033140439,0.0260118167762988,0.022637028686319,0.0179912008275703,0.0270082214434859,0.0249311250746471,0.024488539286877
"87","MISE.sigma2.DPMM",0.555697765270859,0.600956506869484,0.623343183123992,0.587955951007786,0.538318396202898,0.604880152531158,0.68904060365651,0.677333257780164,0.643322399694212,0.715599239948747
"88","MISE.sigma2.kde.DPMM_ng",0.0301616391016915,0.0260632157342999,0.029713337787716,0.0309733980318733,0.0273000828067,0.0263037299640571,0.0220602469522305,0.025534824491963,0.025562597581779,0.0246095997555914
"89","MISE.sigma2.DPMM_ng",0.541994251165115,0.593555752287044,0.559940717039388,0.589772928256158,0.554757065134169,0.611195151589021,0.618232831409236,0.606720569547497,0.573466191171026,0.572631807793924
